failure_id,machine_id,failure_date,detection_method,failure_type,failure_severity,root_cause,repair_start,repair_end,mttr_hours,parts_replaced,parts_cost_eur,labor_hours,labor_cost_eur,production_loss_eur,total_cost_eur,technician_id,preventable,notes
F-00100,M-025,2025-09-22 00:00:00,QUALITY_ISSUE,PNEUMATIC,MAJOR,DESIGN_FLAW,2025-09-22 00:00:00,2025-09-22 01:08:31,1.14,2,5735.92,1.66,141.06,2025.58,7902.57,TECH-25,False,Intervention sur PRESS - PNEUMATIC
F-00101,M-027,2024-02-09 00:00:00,QUALITY_ISSUE,MECHANICAL,MINOR,CALIBRATION,2024-02-09 00:00:00,2024-02-09 05:31:27,5.52,1,4654.07,9.78,831.16,13999.49,19484.72,TECH-21,True,Intervention sur PRESS - MECHANICAL
F-00102,M-028,2024-03-06 00:00:00,OPERATOR_REPORT,MECHANICAL,MAJOR,CALIBRATION,2024-03-06 00:00:00,2024-03-06 03:51:33,3.86,2,9697.27,7.21,612.68,9116.43,19426.37,TECH-02,True,Intervention sur PRESS - MECHANICAL
F-00103,M-028,2024-04-16 00:00:00,QUALITY_ISSUE,PNEUMATIC,MAJOR,DESIGN_FLAW,2024-04-16 00:00:00,2024-04-16 02:19:55,2.33,5,683.64,3.05,259.64,2385.1,3328.38,TECH-24,False,Intervention sur PRESS - PNEUMATIC
F-00104,M-028,2024-06-06 00:00:00,OPERATOR_REPORT,HYDRAULIC,MAJOR,OPERATOR_ERROR,2024-06-06 00:00:00,2024-06-06 04:52:52,4.88,5,12203.06,6.92,588.18,5504.91,18296.16,TECH-12,True,Intervention sur PRESS - HYDRAULIC
F-00105,M-028,2024-09-07 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,WEAR,2024-09-07 00:00:00,2024-09-07 01:30:40,1.51,4,11241.31,1.82,154.4,4106.45,15502.16,TECH-12,False,Intervention sur PRESS - SENSOR
F-00106,M-028,2024-10-26 00:00:00,SCHEDULED_CHECK,ELECTRICAL,CRITICAL,EXTERNAL_FACTOR,2024-10-26 00:00:00,2024-10-26 03:34:20,3.57,3,5166.13,5.48,465.51,8718.85,14350.49,TECH-04,True,Intervention sur PRESS - ELECTRICAL
F-00107,M-029,2024-02-22 00:00:00,OPERATOR_REPORT,ELECTRICAL,MAJOR,LUBRICATION,2024-02-22 00:00:00,2024-02-22 03:56:39,3.94,3,12750.27,5.77,490.1,8307.29,21547.67,TECH-19,False,Intervention sur PRESS - ELECTRICAL
F-00108,M-029,2024-06-10 00:00:00,QUALITY_ISSUE,ELECTRICAL,CRITICAL,LUBRICATION,2024-06-10 00:00:00,2024-06-10 02:46:30,2.78,5,11526.99,3.87,329.31,2810.47,14666.78,TECH-12,True,Intervention sur PRESS - ELECTRICAL
F-00109,M-029,2024-08-21 00:00:00,ALARM,MECHANICAL,MINOR,ELECTRICAL_SHORT,2024-08-21 00:00:00,2024-08-21 06:33:12,6.55,1,6587.33,12.9,1096.81,19301.05,26985.19,TECH-02,True,Intervention sur PRESS - MECHANICAL
F-00110,M-029,2024-11-25 00:00:00,QUALITY_ISSUE,PNEUMATIC,MINOR,VIBRATION,2024-11-25 00:00:00,2024-11-25 01:10:11,1.17,2,12389.46,1.47,125.27,2498.28,15013.02,TECH-10,False,Intervention sur PRESS - PNEUMATIC
F-00111,M-029,2025-02-03 00:00:00,ALARM,PNEUMATIC,MAJOR,OPERATOR_ERROR,2025-02-03 00:00:00,2025-02-03 01:32:38,1.54,3,11809.09,2.57,218.87,2023.79,14051.74,TECH-14,True,Intervention sur PRESS - PNEUMATIC
F-00112,M-029,2025-05-12 00:00:00,OPERATOR_REPORT,HYDRAULIC,CRITICAL,SENSOR_DRIFT,2025-05-12 00:00:00,2025-05-12 05:09:29,5.16,2,10447.8,9.6,815.99,12347.36,23611.15,TECH-03,True,Intervention sur PRESS - HYDRAULIC
F-00113,M-029,2025-07-26 00:00:00,QUALITY_ISSUE,PNEUMATIC,CRITICAL,VIBRATION,2025-07-26 00:00:00,2025-07-26 02:58:52,2.98,1,7056.92,5.36,455.76,4471.15,11983.83,TECH-01,True,Intervention sur PRESS - PNEUMATIC
F-00114,M-029,2025-09-22 00:00:00,ALARM,ELECTRICAL,MINOR,OPERATOR_ERROR,2025-09-22 00:00:00,2025-09-22 02:12:06,2.2,2,13802.71,2.77,235.81,6592.74,20631.26,TECH-03,False,Intervention sur PRESS - ELECTRICAL
F-00115,M-030,2024-02-15 00:00:00,ALARM,MECHANICAL,MAJOR,ELECTRICAL_SHORT,2024-02-15 00:00:00,2024-02-15 07:39:13,7.65,4,6049.58,11.8,1002.73,13071.62,20123.93,TECH-05,True,Intervention sur PRESS - MECHANICAL
F-00116,M-030,2024-06-02 00:00:00,ALARM,SENSOR,MINOR,DESIGN_FLAW,2024-06-02 00:00:00,2024-06-02 01:13:06,1.22,1,6053.72,1.87,159.03,2784.75,8997.5,TECH-13,False,Intervention sur PRESS - SENSOR
F-00117,M-030,2024-09-01 00:00:00,SCHEDULED_CHECK,SENSOR,CRITICAL,OPERATOR_ERROR,2024-09-01 00:00:00,2024-09-01 00:54:20,0.91,5,9158.19,1.11,94.18,2374.06,11626.43,TECH-12,True,Intervention sur PRESS - SENSOR
F-00118,M-030,2024-10-21 00:00:00,QUALITY_ISSUE,MECHANICAL,MAJOR,VIBRATION,2024-10-21 00:00:00,2024-10-21 03:29:13,3.49,2,14243.14,5.79,492.2,10340.53,25075.86,TECH-08,False,Intervention sur PRESS - MECHANICAL
F-00119,M-030,2025-02-17 00:00:00,QUALITY_ISSUE,HYDRAULIC,MINOR,ELECTRICAL_SHORT,2025-02-17 00:00:00,2025-02-17 07:54:14,7.9,2,3229.39,15.73,1337.22,21840.54,26407.15,TECH-16,True,Intervention sur PRESS - HYDRAULIC
F-00120,M-031,2024-02-11 00:00:00,SCHEDULED_CHECK,MECHANICAL,CRITICAL,WEAR,2024-02-11 00:00:00,2024-02-11 03:23:44,3.4,2,2392.1,6.02,511.91,9635.62,12539.63,TECH-19,True,Intervention sur CNC - MECHANICAL
F-00121,M-031,2024-03-26 00:00:00,QUALITY_ISSUE,SENSOR,MINOR,OPERATOR_ERROR,2024-03-26 00:00:00,2024-03-26 01:05:36,1.09,3,4875.59,1.43,121.67,1437.82,6435.09,TECH-06,False,Intervention sur CNC - SENSOR
F-00122,M-031,2024-05-23 00:00:00,OPERATOR_REPORT,SOFTWARE,CRITICAL,EXTERNAL_FACTOR,2024-05-23 00:00:00,2024-05-23 04:30:30,4.51,3,14257.43,8.83,750.73,8039.7,23047.85,TECH-20,True,Intervention sur CNC - SOFTWARE
F-00123,M-031,2024-09-11 00:00:00,SCHEDULED_CHECK,SENSOR,MAJOR,WEAR,2024-09-11 00:00:00,2024-09-11 01:01:12,1.02,3,9724.71,2.01,170.88,2696.76,12592.34,TECH-07,True,Intervention sur CNC - SENSOR
F-00124,M-031,2025-01-07 00:00:00,SCHEDULED_CHECK,MECHANICAL,MINOR,CALIBRATION,2025-01-07 00:00:00,2025-01-07 04:06:10,4.1,1,2911.91,6.28,534.0,11338.5,14784.41,TECH-16,True,Intervention sur CNC - MECHANICAL
F-00125,M-032,2024-02-20 00:00:00,OPERATOR_REPORT,PNEUMATIC,MAJOR,EXTERNAL_FACTOR,2024-02-20 00:00:00,2024-02-20 01:38:14,1.64,5,2966.53,2.46,208.82,4034.59,7209.94,TECH-16,True,Intervention sur CNC - PNEUMATIC
F-00126,M-032,2024-05-15 00:00:00,SCHEDULED_CHECK,SOFTWARE,MINOR,ELECTRICAL_SHORT,2024-05-15 00:00:00,2024-05-15 01:32:41,1.54,3,10609.35,2.75,233.43,3800.41,14643.19,TECH-08,True,Intervention sur CNC - SOFTWARE
F-00127,M-033,2024-02-06 00:00:00,OPERATOR_REPORT,PNEUMATIC,CRITICAL,VIBRATION,2024-02-06 00:00:00,2024-02-06 01:43:17,1.72,3,10099.29,2.89,245.88,2409.2,12754.37,TECH-03,False,Intervention sur CNC - PNEUMATIC
F-00128,M-033,2024-03-21 00:00:00,OPERATOR_REPORT,HYDRAULIC,MAJOR,OPERATOR_ERROR,2024-03-21 00:00:00,2024-03-21 09:15:50,9.26,4,5879.8,13.94,1185.24,12721.2,19786.24,TECH-09,True,Intervention sur CNC - HYDRAULIC
F-00129,M-033,2024-05-24 00:00:00,QUALITY_ISSUE,SENSOR,MINOR,CALIBRATION,2024-05-24 00:00:00,2024-05-24 01:00:56,1.02,5,14575.23,1.7,144.33,2140.26,16859.82,TECH-22,False,Intervention sur CNC - SENSOR
F-00130,M-034,2024-04-13 00:00:00,OPERATOR_REPORT,ELECTRICAL,MAJOR,VIBRATION,2024-04-13 00:00:00,2024-04-13 01:14:12,1.24,2,12106.53,2.15,183.15,2771.25,15060.93,TECH-07,True,Intervention sur CNC - ELECTRICAL
F-00131,M-034,2024-05-29 00:00:00,OPERATOR_REPORT,MECHANICAL,CRITICAL,CALIBRATION,2024-05-29 00:00:00,2024-05-29 04:32:24,4.54,5,4239.35,8.76,744.3,12841.4,17825.06,TECH-13,False,Intervention sur CNC - MECHANICAL
F-00132,M-034,2024-08-02 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,EXTERNAL_FACTOR,2024-08-02 00:00:00,2024-08-02 01:17:01,1.28,1,6509.41,1.69,143.89,2793.47,9446.78,TECH-10,False,Intervention sur CNC - SENSOR
F-00133,M-034,2024-10-23 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MINOR,LUBRICATION,2024-10-23 00:00:00,2024-10-23 07:15:45,7.26,1,9325.5,12.75,1083.37,7826.07,18234.95,TECH-24,False,Intervention sur CNC - HYDRAULIC
F-00134,M-034,2024-12-26 00:00:00,QUALITY_ISSUE,HYDRAULIC,MAJOR,ELECTRICAL_SHORT,2024-12-26 00:00:00,2024-12-26 05:07:16,5.12,4,1924.15,9.71,824.98,6497.86,9247.0,TECH-20,True,Intervention sur CNC - HYDRAULIC
F-00135,M-034,2025-02-18 00:00:00,QUALITY_ISSUE,PNEUMATIC,CRITICAL,DESIGN_FLAW,2025-02-18 00:00:00,2025-02-18 02:31:08,2.52,5,7971.41,3.34,284.17,4086.42,12341.99,TECH-01,True,Intervention sur CNC - PNEUMATIC
F-00136,M-035,2024-02-24 00:00:00,OPERATOR_REPORT,ELECTRICAL,MINOR,WEAR,2024-02-24 00:00:00,2024-02-24 01:44:54,1.75,2,12440.84,2.8,238.4,3970.46,16649.7,TECH-12,False,Intervention sur CNC - ELECTRICAL
F-00137,M-035,2024-06-09 00:00:00,QUALITY_ISSUE,PNEUMATIC,CRITICAL,VIBRATION,2024-06-09 00:00:00,2024-06-09 01:41:58,1.7,5,11359.94,2.98,252.96,2668.48,14281.38,TECH-25,True,Intervention sur CNC - PNEUMATIC
F-00138,M-035,2024-08-06 00:00:00,ALARM,SOFTWARE,MINOR,WEAR,2024-08-06 00:00:00,2024-08-06 05:49:09,5.82,2,10391.9,9.19,781.17,7359.2,18532.27,TECH-09,False,Intervention sur CNC - SOFTWARE
F-00139,M-035,2024-12-04 00:00:00,OPERATOR_REPORT,SOFTWARE,MINOR,SENSOR_DRIFT,2024-12-04 00:00:00,2024-12-04 02:09:42,2.16,5,8049.25,3.67,312.17,4688.88,13050.31,TECH-21,False,Intervention sur CNC - SOFTWARE
F-00140,M-035,2025-02-10 00:00:00,ALARM,SOFTWARE,MINOR,LUBRICATION,2025-02-10 00:00:00,2025-02-10 01:56:10,1.94,1,10810.86,3.71,315.0,3093.41,14219.27,TECH-20,False,Intervention sur CNC - SOFTWARE
F-00141,M-035,2025-06-04 00:00:00,ALARM,HYDRAULIC,MAJOR,LUBRICATION,2025-06-04 00:00:00,2025-06-04 07:35:16,7.59,5,6129.99,9.32,792.18,18333.18,25255.35,TECH-21,False,Intervention sur CNC - HYDRAULIC
F-00142,M-035,2025-09-27 00:00:00,ALARM,HYDRAULIC,MINOR,SENSOR_DRIFT,2025-09-27 00:00:00,2025-09-27 08:53:04,8.88,1,2355.19,12.5,1062.48,23247.89,26665.55,TECH-08,False,Intervention sur CNC - HYDRAULIC
F-00143,M-035,2025-11-24 00:00:00,OPERATOR_REPORT,SOFTWARE,MAJOR,LUBRICATION,2025-11-24 00:00:00,2025-11-24 03:03:02,3.05,5,2207.83,3.79,322.3,6921.37,9451.51,TECH-04,False,Intervention sur CNC - SOFTWARE
F-00144,M-036,2024-04-07 00:00:00,ALARM,HYDRAULIC,CRITICAL,OPERATOR_ERROR,2024-04-07 00:00:00,2024-04-07 04:03:19,4.06,3,13446.25,8.07,685.74,5217.13,19349.12,TECH-21,True,Intervention sur CNC - HYDRAULIC
F-00145,M-036,2024-06-16 00:00:00,QUALITY_ISSUE,SOFTWARE,MINOR,CALIBRATION,2024-06-16 00:00:00,2024-06-16 01:22:17,1.37,4,11885.56,2.5,212.6,1726.33,13824.48,TECH-14,False,Intervention sur CNC - SOFTWARE
F-00146,M-036,2024-09-03 00:00:00,ALARM,MECHANICAL,CRITICAL,SENSOR_DRIFT,2024-09-03 00:00:00,2024-09-03 02:13:34,2.23,3,3263.36,3.88,329.54,5016.8,8609.71,TECH-05,True,Intervention sur CNC - MECHANICAL
F-00147,M-036,2024-11-21 00:00:00,ALARM,SENSOR,MAJOR,OPERATOR_ERROR,2024-11-21 00:00:00,2024-11-21 00:56:10,0.94,3,9147.36,1.38,117.0,2598.96,11863.33,TECH-25,True,Intervention sur CNC - SENSOR
F-00148,M-036,2025-01-11 00:00:00,QUALITY_ISSUE,PNEUMATIC,MINOR,ELECTRICAL_SHORT,2025-01-11 00:00:00,2025-01-11 01:25:20,1.42,5,2285.85,2.52,213.86,3675.79,6175.5,TECH-20,True,Intervention sur CNC - PNEUMATIC
F-00149,M-036,2025-04-27 00:00:00,OPERATOR_REPORT,MECHANICAL,MAJOR,CALIBRATION,2025-04-27 00:00:00,2025-04-27 05:58:18,5.97,1,8435.59,9.43,801.77,7800.71,17038.08,TECH-22,False,Intervention sur CNC - MECHANICAL
F-00150,M-036,2025-08-14 00:00:00,SCHEDULED_CHECK,SENSOR,MINOR,LUBRICATION,2025-08-14 00:00:00,2025-08-14 01:25:35,1.43,3,11879.02,2.28,193.79,3164.09,15236.9,TECH-23,False,Intervention sur CNC - SENSOR
F-00151,M-036,2025-10-20 00:00:00,QUALITY_ISSUE,ELECTRICAL,CRITICAL,OVERHEATING,2025-10-20 00:00:00,2025-10-20 02:29:20,2.49,5,10238.68,4.79,407.38,6646.96,17293.02,TECH-03,True,Intervention sur CNC - ELECTRICAL
F-00152,M-036,2025-12-21 00:00:00,SCHEDULED_CHECK,SOFTWARE,MAJOR,OVERHEATING,2025-12-21 00:00:00,2025-12-21 01:27:39,1.46,1,1071.95,2.09,177.87,3802.9,5052.72,TECH-25,True,Intervention sur CNC - SOFTWARE
F-00153,M-037,2024-02-17 00:00:00,QUALITY_ISSUE,SOFTWARE,MAJOR,ELECTRICAL_SHORT,2024-02-17 00:00:00,2024-02-17 04:31:54,4.53,4,5903.02,6.68,567.87,5563.62,12034.51,TECH-23,False,Intervention sur CNC - SOFTWARE
F-00154,M-037,2024-05-10 00:00:00,QUALITY_ISSUE,SOFTWARE,CRITICAL,EXTERNAL_FACTOR,2024-05-10 00:00:00,2024-05-10 05:08:38,5.14,4,2003.84,9.92,843.42,10109.61,12956.87,TECH-25,False,Intervention sur CNC - SOFTWARE
F-00155,M-038,2024-04-18 00:00:00,SCHEDULED_CHECK,MECHANICAL,CRITICAL,DESIGN_FLAW,2024-04-18 00:00:00,2024-04-18 07:10:31,7.18,5,13370.11,11.14,946.92,8084.38,22401.42,TECH-24,True,Intervention sur CNC - MECHANICAL
F-00156,M-038,2024-08-11 00:00:00,OPERATOR_REPORT,HYDRAULIC,CRITICAL,VIBRATION,2024-08-11 00:00:00,2024-08-11 07:19:39,7.33,5,10123.8,12.55,1067.02,9506.26,20697.08,TECH-16,False,Intervention sur CNC - HYDRAULIC
F-00157,M-038,2024-10-01 00:00:00,QUALITY_ISSUE,MECHANICAL,MINOR,OPERATOR_ERROR,2024-10-01 00:00:00,2024-10-01 06:30:30,6.51,1,5990.25,12.06,1025.51,7534.73,14550.49,TECH-16,False,Intervention sur CNC - MECHANICAL
F-00158,M-039,2024-03-11 00:00:00,SCHEDULED_CHECK,MECHANICAL,MINOR,DESIGN_FLAW,2024-03-11 00:00:00,2024-03-11 07:53:02,7.88,2,12475.68,14.45,1228.66,23071.36,36775.69,TECH-21,False,Intervention sur CNC - MECHANICAL
F-00159,M-039,2024-05-23 00:00:00,OPERATOR_REPORT,HYDRAULIC,MINOR,LUBRICATION,2024-05-23 00:00:00,2024-05-23 08:54:36,8.91,1,10891.54,13.28,1128.96,16974.55,28995.05,TECH-11,False,Intervention sur CNC - HYDRAULIC
F-00160,M-039,2024-09-11 00:00:00,ALARM,HYDRAULIC,CRITICAL,OVERHEATING,2024-09-11 00:00:00,2024-09-11 03:44:39,3.74,4,11266.41,5.72,486.1,5648.5,17401.01,TECH-07,False,Intervention sur CNC - HYDRAULIC
F-00161,M-039,2024-11-04 00:00:00,ALARM,SOFTWARE,MAJOR,WEAR,2024-11-04 00:00:00,2024-11-04 01:10:39,1.18,5,13430.44,1.84,156.76,2565.79,16152.98,TECH-24,True,Intervention sur CNC - SOFTWARE
F-00162,M-039,2025-02-12 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MINOR,CALIBRATION,2025-02-12 00:00:00,2025-02-12 02:50:32,2.84,4,11092.17,3.7,314.73,5044.59,16451.49,TECH-20,True,Intervention sur CNC - PNEUMATIC
F-00163,M-039,2025-04-18 00:00:00,SCHEDULED_CHECK,PNEUMATIC,MINOR,DESIGN_FLAW,2025-04-18 00:00:00,2025-04-18 01:16:00,1.27,2,11352.19,1.82,154.96,3043.97,14551.12,TECH-07,True,Intervention sur CNC - PNEUMATIC
F-00164,M-039,2025-08-05 00:00:00,OPERATOR_REPORT,SOFTWARE,MAJOR,DESIGN_FLAW,2025-08-05 00:00:00,2025-08-05 05:46:14,5.77,4,7806.45,10.13,861.08,9491.59,18159.12,TECH-19,False,Intervention sur CNC - SOFTWARE
F-00165,M-039,2025-11-29 00:00:00,SCHEDULED_CHECK,SOFTWARE,CRITICAL,ELECTRICAL_SHORT,2025-11-29 00:00:00,2025-11-29 01:05:08,1.09,3,6022.62,1.35,114.65,1208.49,7345.75,TECH-05,True,Intervention sur CNC - SOFTWARE
F-00166,M-040,2024-04-28 00:00:00,QUALITY_ISSUE,HYDRAULIC,CRITICAL,DESIGN_FLAW,2024-04-28 00:00:00,2024-04-28 05:30:38,5.51,3,8647.33,7.6,646.15,12643.04,21936.53,TECH-23,True,Intervention sur CNC - HYDRAULIC
F-00167,M-040,2024-07-15 00:00:00,QUALITY_ISSUE,PNEUMATIC,CRITICAL,SENSOR_DRIFT,2024-07-15 00:00:00,2024-07-15 02:55:53,2.93,5,3444.76,5.56,472.24,7976.74,11893.74,TECH-18,True,Intervention sur CNC - PNEUMATIC
F-00168,M-040,2024-09-07 00:00:00,ALARM,HYDRAULIC,MINOR,ELECTRICAL_SHORT,2024-09-07 00:00:00,2024-09-07 03:31:16,3.52,1,1089.2,5.01,426.0,5382.21,6897.41,TECH-11,False,Intervention sur CNC - HYDRAULIC
F-00169,M-040,2025-01-05 00:00:00,OPERATOR_REPORT,ELECTRICAL,MINOR,SENSOR_DRIFT,2025-01-05 00:00:00,2025-01-05 03:47:09,3.79,5,4866.74,6.94,589.51,7951.57,13407.83,TECH-08,True,Intervention sur CNC - ELECTRICAL
F-00170,M-040,2025-04-11 00:00:00,QUALITY_ISSUE,MECHANICAL,MINOR,WEAR,2025-04-11 00:00:00,2025-04-11 06:43:03,6.72,1,10118.35,9.84,836.42,10661.75,21616.52,TECH-22,False,Intervention sur CNC - MECHANICAL
F-00171,M-041,2024-03-28 00:00:00,SCHEDULED_CHECK,ELECTRICAL,CRITICAL,DESIGN_FLAW,2024-03-28 00:00:00,2024-03-28 02:50:27,2.84,3,13781.02,5.56,472.36,5033.73,19287.11,TECH-17,False,Intervention sur CNC - ELECTRICAL
F-00172,M-041,2024-06-28 00:00:00,ALARM,MECHANICAL,MINOR,LUBRICATION,2024-06-28 00:00:00,2024-06-28 03:46:42,3.78,4,11713.12,6.15,522.42,8516.47,20752.01,TECH-04,True,Intervention sur CNC - MECHANICAL
F-00173,M-041,2024-10-04 00:00:00,OPERATOR_REPORT,SOFTWARE,CRITICAL,VIBRATION,2024-10-04 00:00:00,2024-10-04 04:16:23,4.27,3,844.42,7.58,644.18,4597.03,6085.63,TECH-18,True,Intervention sur CNC - SOFTWARE
F-00174,M-041,2025-01-15 00:00:00,OPERATOR_REPORT,ELECTRICAL,MINOR,EXTERNAL_FACTOR,2025-01-15 00:00:00,2025-01-15 02:13:22,2.22,1,2215.43,2.68,227.63,5425.14,7868.2,TECH-23,True,Intervention sur CNC - ELECTRICAL
F-00175,M-042,2024-03-16 00:00:00,ALARM,SENSOR,CRITICAL,CALIBRATION,2024-03-16 00:00:00,2024-03-16 01:38:52,1.65,5,6229.14,2.85,242.13,3210.09,9681.36,TECH-10,True,Intervention sur CNC - SENSOR
F-00176,M-042,2024-05-23 00:00:00,QUALITY_ISSUE,SOFTWARE,MINOR,DESIGN_FLAW,2024-05-23 00:00:00,2024-05-23 00:33:40,0.56,1,13184.12,0.74,62.65,608.22,13854.99,TECH-10,True,Intervention sur CNC - SOFTWARE
F-00177,M-042,2024-08-05 00:00:00,OPERATOR_REPORT,ELECTRICAL,MINOR,OPERATOR_ERROR,2024-08-05 00:00:00,2024-08-05 02:56:16,2.94,5,3317.73,3.95,335.88,7636.27,11289.88,TECH-03,False,Intervention sur CNC - ELECTRICAL
F-00178,M-042,2024-11-28 00:00:00,ALARM,MECHANICAL,MAJOR,OPERATOR_ERROR,2024-11-28 00:00:00,2024-11-28 03:30:14,3.5,4,3900.73,5.0,425.36,3993.36,8319.45,TECH-11,False,Intervention sur CNC - MECHANICAL
F-00179,M-042,2025-03-26 00:00:00,SCHEDULED_CHECK,SENSOR,MAJOR,VIBRATION,2025-03-26 00:00:00,2025-03-26 00:45:10,0.75,3,11892.07,1.33,113.27,1718.01,13723.35,TECH-16,False,Intervention sur CNC - SENSOR
F-00180,M-042,2025-06-21 00:00:00,OPERATOR_REPORT,HYDRAULIC,MINOR,OVERHEATING,2025-06-21 00:00:00,2025-06-21 03:45:42,3.76,1,12483.43,7.2,611.7,5239.71,18334.85,TECH-17,True,Intervention sur CNC - HYDRAULIC
F-00181,M-043,2024-04-14 00:00:00,ALARM,SENSOR,MINOR,ELECTRICAL_SHORT,2024-04-14 00:00:00,2024-04-14 01:18:54,1.32,2,7345.51,2.39,203.48,2277.46,9826.44,TECH-15,True,Intervention sur CNC - SENSOR
F-00182,M-043,2024-07-03 00:00:00,ALARM,HYDRAULIC,MINOR,OPERATOR_ERROR,2024-07-03 00:00:00,2024-07-03 08:56:09,8.94,3,7954.98,13.91,1182.6,12137.51,21275.09,TECH-02,True,Intervention sur CNC - HYDRAULIC
F-00183,M-045,2024-04-02 00:00:00,SCHEDULED_CHECK,ELECTRICAL,CRITICAL,DESIGN_FLAW,2024-04-02 00:00:00,2024-04-02 02:06:29,2.11,3,7310.28,3.3,280.23,2304.11,9894.62,TECH-24,False,Intervention sur CNC - ELECTRICAL
F-00184,M-045,2024-07-15 00:00:00,QUALITY_ISSUE,SENSOR,MAJOR,SENSOR_DRIFT,2024-07-15 00:00:00,2024-07-15 01:50:50,1.85,4,4148.0,3.65,310.62,2670.88,7129.5,TECH-16,True,Intervention sur CNC - SENSOR
F-00185,M-045,2024-10-17 00:00:00,QUALITY_ISSUE,ELECTRICAL,MAJOR,OVERHEATING,2024-10-17 00:00:00,2024-10-17 01:41:23,1.69,4,9229.29,3.13,266.26,3924.49,13420.04,TECH-22,False,Intervention sur CNC - ELECTRICAL
F-00186,M-045,2025-01-16 00:00:00,ALARM,ELECTRICAL,CRITICAL,VIBRATION,2025-01-16 00:00:00,2025-01-16 02:56:30,2.94,3,2453.5,4.74,402.61,8182.84,11038.94,TECH-06,False,Intervention sur CNC - ELECTRICAL
F-00187,M-045,2025-05-02 00:00:00,ALARM,SENSOR,MAJOR,EXTERNAL_FACTOR,2025-05-02 00:00:00,2025-05-02 01:55:15,1.92,2,9294.63,3.03,257.51,3771.34,13323.47,TECH-19,True,Intervention sur CNC - SENSOR
F-00188,M-045,2025-08-19 00:00:00,QUALITY_ISSUE,SOFTWARE,CRITICAL,EXTERNAL_FACTOR,2025-08-19 00:00:00,2025-08-19 00:52:43,0.88,1,5984.06,1.15,97.52,907.74,6989.33,TECH-06,False,Intervention sur CNC - SOFTWARE
F-00189,M-045,2025-12-05 00:00:00,QUALITY_ISSUE,SENSOR,MINOR,CALIBRATION,2025-12-05 00:00:00,2025-12-05 01:13:24,1.22,3,9250.38,2.28,193.62,3418.0,12862.0,TECH-02,False,Intervention sur CNC - SENSOR
F-00190,M-046,2024-04-01 00:00:00,OPERATOR_REPORT,PNEUMATIC,MAJOR,EXTERNAL_FACTOR,2024-04-01 00:00:00,2024-04-01 02:40:27,2.67,5,4190.51,4.85,412.06,7542.21,12144.79,TECH-14,False,Intervention sur CNC - PNEUMATIC
F-00191,M-046,2024-05-25 00:00:00,ALARM,MECHANICAL,MAJOR,EXTERNAL_FACTOR,2024-05-25 00:00:00,2024-05-25 06:15:17,6.25,3,10472.62,9.09,772.36,10786.81,22031.79,TECH-09,False,Intervention sur CNC - MECHANICAL
F-00192,M-046,2024-09-04 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MINOR,SENSOR_DRIFT,2024-09-04 00:00:00,2024-09-04 05:46:55,5.78,4,3091.43,9.52,809.61,11376.55,15277.6,TECH-24,True,Intervention sur CNC - HYDRAULIC
F-00193,M-046,2024-12-27 00:00:00,OPERATOR_REPORT,MECHANICAL,CRITICAL,CALIBRATION,2024-12-27 00:00:00,2024-12-27 06:29:12,6.49,1,5407.35,10.64,904.53,15530.35,21842.22,TECH-03,True,Intervention sur CNC - MECHANICAL
F-00194,M-046,2025-03-27 00:00:00,OPERATOR_REPORT,SENSOR,CRITICAL,OPERATOR_ERROR,2025-03-27 00:00:00,2025-03-27 00:33:23,0.56,4,14774.5,0.94,80.02,1136.65,15991.16,TECH-01,True,Intervention sur CNC - SENSOR
F-00195,M-046,2025-07-19 00:00:00,ALARM,SENSOR,CRITICAL,ELECTRICAL_SHORT,2025-07-19 00:00:00,2025-07-19 00:50:51,0.85,4,1022.89,1.18,100.23,847.99,1971.11,TECH-12,False,Intervention sur CNC - SENSOR
F-00196,M-046,2025-10-08 00:00:00,SCHEDULED_CHECK,SENSOR,CRITICAL,EXTERNAL_FACTOR,2025-10-08 00:00:00,2025-10-08 01:19:27,1.32,2,8607.15,2.21,187.59,2244.77,11039.51,TECH-15,False,Intervention sur CNC - SENSOR
F-00197,M-047,2024-01-31 00:00:00,SCHEDULED_CHECK,HYDRAULIC,MINOR,OPERATOR_ERROR,2024-01-31 00:00:00,2024-01-31 06:54:37,6.91,4,7942.66,9.72,825.95,14344.69,23113.3,TECH-19,False,Intervention sur CNC - HYDRAULIC
F-00198,M-047,2024-04-01 00:00:00,ALARM,HYDRAULIC,MAJOR,CALIBRATION,2024-04-01 00:00:00,2024-04-01 06:13:30,6.23,3,1479.54,10.63,903.19,18602.89,20985.62,TECH-17,True,Intervention sur CNC - HYDRAULIC
F-00199,M-047,2024-07-29 00:00:00,SCHEDULED_CHECK,HYDRAULIC,CRITICAL,LUBRICATION,2024-07-29 00:00:00,2024-07-29 07:42:57,7.72,4,7410.05,11.44,972.51,21516.77,29899.34,TECH-24,True,Intervention sur CNC - HYDRAULIC
